But it would - what would serve - would serve both purposes, is if you contact him and ask him if he's already done it.	0
If he has then you learn, if he hasn't then he'll  do  it.	0
I hope he never listens to these meetings.	0
So, and I've been corresponding with Dan and also with uh	0
Do I mean Tony? I guess I  do.	0
Or S- or Steve Renals.	0
Which one do I mean?	0
Steve Renals is not [MASK] is he?	0
My brain is not working, I don't remember who I've been corresponding with.	0
Steve wro- i- it's Ste- Steve Renals wrote	0
So uh just getting documentation and uh and f- and formats, so that's all going pretty well, I think we'll be O_K with that.	0
What about issues of playing  sound  files  @@  between the two platforms?	0
Well,  that's  a good point too.	0
Here's a - here's a crazy idea  actually.	0
Why don't you try and [MASK]	0
Well this is one of the reasons -	0
This is the - one of the reasons that I'm gonna have uh Dave Gelbart - Gelbart -	0
Having him volunteer to work on it is a really good thing	0
because he's worked on [MASK]	0
and he's more familiar with [MASK] than I am.	0
And then you get - they - then you get the Windows media playing for free.	0
Well that's  [MASK]  not - n	0
Right.  But the point is that [MASK] and then you can - but you can use a - a lot of the same functionality and it's -	0
Yeah, yeah, I mean, I - I think THISL - [MASK]	0
And so my intention was just to base it on that.	0
Well my thought was is that it would be nice - it would be nice to have the running transcripts	0
And if it  doesn't  -	0
um eh you know, from speaker to speaker.	0
Right? Do you have - you have, you know, a speaker mark here and a speaker mark here?	0
Right, we'll have to figure out a user interface for that, so.	0
Well that - eh my thought was if you had like [MASK] or whatever	0
It might be  fairly  difficult to get that to work in	0
the little short segments we'd be talking about and having	0
the search tools and so on. We - we can look into it, but -	0
The thing I was asking about with, um, [MASK] is that it might be easier to	0
running in [MASK] than to get this other package running in -	0
Yeah, I mean we have to - I have to sit down and  try  it before I make too many judgments, so uh	0
My experience with the Gnu compatibility library is  really	0
it's just as hard and just as easy to port to any system.	0
Right? The Windows system isn't any harder because it - it looks like [MASK]	0
It's just, you know, just like all of them, the "include" files are a little different and the function calls are a little different.	0
So I - it  might  be a little easier but it's not gonna be a lot easier.	0
So there was  that  demo, which was one of the main ones, then we talked about	0
um some  other  stuff which would basically be	0
um showing off the - [MASK]  itself  and as you say,  maybe  we could even  merge  those in some sense, but - but um,	0
uh - and part of that was showing off what [MASK]  stuff that Thilo has done   s-   looks like.	0
Can I ask one more thing about [MASK]	0
So with [MASK] then you end up with a somewhat prioritized um - ?	0
So  another  idea I w- t- had	1
just now actually for the  demo  was	1
whether it might be of interest to sh- to show some of [MASK] uh	1
work that  Don's  been doing.	1
Um actually show some of the  features  and then show for instance a task like [MASK]	1
you know, you can show that  graphically,  sort of what the features are doing. It, you know, it doesn't work  great  but it's definitely giving us  something.	1
Well I think at -	1
I don't know if that would be of interest or not.	1
at the very least we're gonna want something  illustrative  with that cuz I'm gonna want to  talk  about it and so i- if there's something that shows it  graphically	1
it's much better than me just having a bullet point	1
pointing at something I don't  know  much about, so.	0
I mean, you're looking at this now - Are you looking at [MASK] or Matlab?	0
Um yeah I'm  starting  to and	0
Yeah we can  probably  find some examples	1
of different type of [MASK]	1
S- so when we here were having this demo meeting, what we're  sort  of coming up with is that we wanna have all these pieces together, to first order, by the end of the month	1
and then that'll give us a week or so.	0
Oh, the end of  this  month or next month?	0
Ooo. The end of -	0
Oh, you mean like  today?	0
Oh sorry,  next  month.  Today isn't  June first, is it.	0
that'll - that'll give us -	1
that'll give us a week or so to uh - to port things over to my laptop and make sure  that  works, yeah.	1
I think, I mean eh where -	0
Yeah, I mean  I'll  be here.	0
Yeah if d- if Don can sort of talk to whoever's - cuz we're doing this anyway as part of our -	0
you know, the  research,  visualizing what these features are doing and so either -	0
it might not be integrated but it -	0
it could potentially be in it.	0
Yeah. Well, this is to an audience of researchers so I mean, you know,	0
to let s- the goal is to let them know what it is we're doing. So that's -	0
I don't think anyone has  done  this on meeting data so it might be neat, you know.	0
So I've been doing a bunch of X_M_L tools where you - we're sort of moving to X_M_L as the	1
general format for everything and I think that's definitely the right way to go because there are a lot of tools	1
that let you do extraction and reformatting of X_M_L tools.	1
So yet again we should probably meet to talk about  transcription  formats in X_M_L because I'm not particularly  happy  with what we have now.	1
I mean it works with  [MASK]  but it - it's a  pain  to use it in other tools	0
uh because it doesn't mark start and end.	0
Start and end of each - ?	0
Utterance. Just marks - ?	0
So it's  implicit  in -  in  there but you have to do a lot of processing to get it.	0
And so - and also I'd like to do the indirect time line business.	0
Um but  regardless,  I mean, w- that's something that you, me, and Jane can talk about later. Um,	0
but I've installed X_M_L tools of various sorts in various languages and so if people are interested in doing -	0
extracting any information from  any  of these files, either uh information on	0
users  because the user database is that way -	1
I'm converting [MASK] to X_M_L so that you can extract m- uh	1
various inf- uh sorted information on individual  meetings	1
and then also the  transcripts.  And so l- just let me know there - it's mostly Java and Perl	0
but we can get other languages too if - if that's desirable.	0
Oh, quick  question  on that. Is - do we have the -  the seat information?	1
In - in [MASK] now?	0
The seat information is on [MASK] for the ones which	1
For the new one- O_K. Great.	0
Where - where you're sitting.	0
Oh! Not - not the  quality  or anything. No. O_K.  I see.	0
Right.  "It's pretty soft and squishy."	0
Oh, but  that  might just be  me.	0
That's more seat information than we wanted.	0
I'm just trying to figure out, you know, when Morgan's voice appears on someone's microphone are they  next  to him or are they  across  from him?	0
Maybe we should bleep that out.	0
Wait a minute, how - how w- eh  where  is it in [MASK]	0
I mean  I  haven't been putting it in and -  in by  -	0
You  haven't  been putting it in.	0
Right.  I have not. And -	0
Isn't it always on the  digits?	0
Some  of these are  missing.   Aren't  they?	0
Isn't it always on the digits forms?	0
Some fall out of -	0
Yeah so we can go back and fill  them   in for the ones we have.	0
I mean they're on th- right,  these,  but I just hadn't ever been putting it in [MASK] And I don't think  Chuck  was either cuz -	1
Yeah I - I never -	0
I never knew we were supposed to put it in [MASK]	1
I  had  told you guys about it but -	0
Oh, so we're both sorry. So -	0
I mean this is why I wanna use a g- a tool to do it rather than the plain text because with the plain text it's very easy to skip those things.	1
Um if you use the Edit-key,	0
or Key-edit - I think it's Edit-key,	0
Did I show you guys that?	0
I  did  show it to you, but I think you both said "no, you'll just use	0
You  mentioned  it, yeah. Yeah.	0
text file". Um it has it in there, a place to fill it in.	0
Yeah, and so if you don't fill it in, you're not gonna get it in the meetings. So.	0
Right. Well I - I just realized I hadn't been doing it and probably - So -	0
Yeah and then the other thing also that Thilo noticed is, on the microphone,	1
on channel zero it says hand-held mike  or  [MASK]	1
you actually have to  say  which  one.  So.	1
I know - Yeah, I usually delete the -	0
I don't, maybe I forgot to d-	0
Oh! O_K. I didn't do that  either.	0
Takes me no time at all to edit these.	0
Yeah that's cuz you kn- I - I know  why.	0
And I was - I was looking at  Chuck's,  like, "oh what did  Chuck  do, O_K I'll do  that ". So.	0
And then uh also in a couple of places instead of filling the participants under "participants" they were filled in under "description".	1
And so that's also a problem.	0
Oh uh also I'm working on another version of this tool,	0
the - the one that shows up here,	1
that will flash yellow if the mike isn't connected.	1
And it's not quite ready to go yet because um	0
it's hard to  tell  whether the mike's connected or not because	0
the best quality ones, the Crown ones,	0
are about the same level if they're off	0
and no one's o- off or if they're on and no one's talking.	0
Um these -  these  ones, they	0
are much easier, there's a bigger difference.	0
So I'm working on that and it - it sorta works and so eventually we will change to that and then you'll be able to see graphically if your mike is dropping in or out.	0
Will that also include like batteries dying?	0
Just a- any time the mike's putting out zeros basically.	0
But with the  screensaver  kicking in, it -	0
Well I'll turn off the screensaver  too.	0
Um the  other  thing is as I've said before, it is actually  on	0
the  thing.  There's a little level meter	0
but of course no one ever pays  attention  to it. So I think having it on the screen	0
is more easy to notice.	0
It would be nice if - if these had little  light  indicators, little L_E_Ds for -	0
O_K, disk backup, et cetera?	0
Um I spoke with Dave Johnson about putting all the Meeting Recorder stuff on non-backed-up disk to save the overhead of backup	1
and he pretty much said "yeah, you could do that if you want"	0
but he thought it was a bad idea.	1
In fact what  he  said is	1
doing uh [MASK] to copy it	1
and we should do that  and  have it backed up.	1
He w- he's a firm believer in - in lots of different modalities of backup.	1
I mean, his point was well taken. This data cannot be recovered.	1
And so if a mistake is made and we lose the backup	0
we should have the  archive  and if then a mistake is made and we lose the  archive  we should have the  backup.	1
Well I guess it  is  true that even with something that's backed  up  it's	0
if it's stationary it's not going to go through the increment- it's not gonna burden things in the incremental backups.	1
Just - just the monthly full.	1
Yeah, so the monthly full will be a bear but -	0
shouldn't  worry  too  much about that,	0
that we're getting a new backup system and we're far enough away from saturation on full backups that it's w-	1
And uh, so the only issue here is the timing between	1
So I guess the idea is that we would be reserving the	1
that took less than twenty-four hours to recreate or something like that, right?	1
Things that are recreatable easily and also - Yeah, basically things that are  recreatable.	1
The expanded files and things like that.	0
They take up a lot more room anyway.	0
Uh but we do need more disk.	0
So we can get more disk. Yeah. So.	0
And I - I think I agree with him.  I mean  his point was well taken that	0
if we lose one of these we cannot get it back.	0
I don't think there was any other et  cetera  there.	0
Well I was allowing someone else to come up with something related that they had uh -	0
I  thought  you guys were gonna burn C_Ds?	0
Um  unfortunately  - we could  burn  C_Ds but first of all it's a  pain.	0
Because you have to copy it down to the P_C and then	0
burn it and that's a multi-step procedure.	0
And second of all the - the write-once burners as opposed to a professional press don't last.	0
So I think burning them for  distribution  is fine	0
but burning them for  backup  is not a good idea.	0
Cuz th- they - they	0
fail  after a couple years.	0
I  do  have uh uh - It's a different topic. Can I add one top- topic? We have time?	0
I wanted to ask, I know that uh that Thilo you were, um,	1
bringing [MASK] onto the Windows machine?	1
Yeah it's - it - Basically it's done, yeah.	1
And I wanted to know is th-	0
It's all done? That's g- wonderful. Great.	0
Yes, since [MASK]  runs  on it, basically	0
Yeah, it was just a problem with [MASK] but	0
Does - and that - does that mean, I -	0
maybe I should know this but I don't. Does this mean that the - that this could be por- uh ported to [MASK]- or some other type of uh -	0
did install it on my laptop and yeah	0
Uh got an email from uh	0
James Landay who basically said "if you're not using them,	1
So he said he doesn't need them, he just	0
periodically w- at the end of each term sends out email to everyone who was recorded as having them	0
and asks them if they're still using them.	0
So we've  never  used them.	0
We - we used them a couple times, but -	1
Them? There's more than one?	0
My  opinion on it is, first, I never take notes anyway	0
so  I'm  not gonna use it,	0
um and  second,  it's  another  level of infrastructure that we have to deal with.	0
And I have - uh so my - my feeling on it is that I think in  principle  it's a really nice idea, and you have [MASK] which makes it  better  tha- than just taking ra-  raw  notes. On the  other  hand,	1
I - the  down  side for  me  was that	1
I think the  pen  is really noisy.	1
So you have ka- kaplunk, kaplunk, kaplunk.	0
And I - and I don't know if it's audible on the -	0
but I - I sort of thought that was a disadvantage. I  do  take notes, I mean, I could be taking notes on these things and I guess the  plus  with [MASK] would be the  time  markings but -	0
So it's - it's um - it's a regular pad, just a regular pad of paper but there's this  pen	0
And so you have time and position	0
stuff  stored  so that you can - you have a record of whatever it is you've  written.	1
And then you can download it and they have [MASK] and searching and all sorts of things.	0
So i- if you take notes it's a great little device.	1
But I don't take notes, so.	0
And one of the reasons that it was brought  up  originally was because uh we were interested in - in higher-level things, not just the, you know, microphone stuff but also summarization and	1
so forth and the question is if you were going to go to some gold  standard  of what wa- what  was  it that happened in the meeting	1
you know, where would it  come  from? And um I  think  that was one of the	0
things, right? And so the - it seemed like a neat  idea.  We'll have a - you know, have a scribe,	0
have somebody uh take good notes and then that's part of the record of the meeting.	0
And then we did it once or twice and we sort of -	0
Yep, and then just sort of died out.	0
probably chose the wrong  scribe  but  it was  -  It's uh -	0
Well I  did  it  one  time but um -	0
but I guess the - the  other	0
thing I'm thinking is if we wanted that kind of thing I wonder if we'd	0
lose  that much by having someone be a scribe by listening to the tape, to the recording  afterwards  and	0
taking notes in some other interface.	0
I mean we're  transcribing  it  anyways,  why do we need  notes?	0
Oh it's la- it's  useful,  have a  summary  and  high  points.	0
there's this use that -	0
Summarize it from the  transcription.	0
Well, what if you're sitting there and you just wanna make an X_ and you  don't  wanna take notes and you're - you just wanna	1
get  the summary of the transcript from this  time  location like -	0
you know, and - and then while you're  bored  you don't do anything and once in a while, maybe there's a  joke  and you put a X_  and -	0
in - in other words you can use that just to  highlight   times	0
in a very simple way. Also with - I was thinking and I know Morgan disagrees with me on this but	0
suppose you have a group in here and you wanna let them note whenever they think there  might  be something later that they  might  not wanna distribute in terms of content,	0
they could just sort of	0
make an X_ near that point or a question mark that	0
sort of alerts  them  that when they get the  transcript  back they c-	0
could get some red flags in that  transcript  region and they can then  look  at it. So.	0
I know we haven't been using it but	0
I can  imagine  it being useful just for sort of marking  time  periods which you then	0
get back in a  transcript  so.	0
so, you know, what - what  makes  one think i- is  maybe  we should actually schedule some periods where people go over something later and - and -	0
and put some kind of summary or something uh you know, some - there'd be some scribe	0
who would actually listen, w- who'd agreed to actually listen to the whole thing,	0
not   transcribe  it, but just sort of write down things that struck them as  important.	0
then you don't - you  don't  have	0
uh that you'd have if you had it live.	0
And you don't have a lot of other  cues  that  might  be useful, so.	0
How do you [MASK]  and the time of the  recording?	0
I mean that was one of the issues we  talked  about  originally  and that- that's w-	0
part of the  difficulty  is that we need an  infrastructure  for using the time - [MASK] and so that means synchronizing the time -	0
You know you want it pretty  close  and there's a fair amount of  skew  because it's a hand-held unit with a  battery	0
Well when - when I d-	0
so you have to [MASK]	0
so that it's synchronized with the time on  that  and then you have to	1
download to an  application,  and then you have to	1
figure out what the  data  formats are and convert it  over  if you wanna  do  anything with this information.	1
And so there's a lot of  infrastructure  which	0
There  is  an alternative, I mean, it's  still,  there's uh - you know, your point stands about there be - needing to be an infrastructure, but	0
it  doesn't  have to be  synchronized  with the little  clock's  timer on it. You c-	0
I mean, I - when I - when  I  did it I synchronized it  by  voice, by whispering "one, two, three, four" onto the microphone  and uh, you know.	0
Well, but then there's the infrastructure at the other  end  which someone has to  listen  to that and find that  point,	0
Yeah, it's transcribed. It's in the transcript.	0
Well it's in the transcript.	0
Well, could we keep  one  of these things for another year? Would h- I mean is there a big cau-	0
We can keep all -  both  of them for the whole whole year. I mean, it's just -	0
just - just in case we -	0
even maybe some of the transcribers who might be wanting to  annotate	0
uh f- just there's a bunch of things that might be neat to do but I -	0
it  might  not be the case that we can actually	0
synchronize them and then do all the infrastructure but we could at least try it  out.	0
one thing that we might try	0
is on some set of meetings, some collection of meetings, maybe [MASK] is the right one or maybe something else,	0
we - we get somebody to buy into the idea of doing this as part of the task. I mean,	1
uh part of the reason - I think part of the reason that Adam was so interested in uh [MASK] from the beginning is he said from the beginning he hated taking notes and -	1
and so forth so and - and Jane  is  more into it but eh uh	0
you know I don't know if you wanna really do -  do  this all the time so I think the thing is to -	0
to get someone to actually buy  into  it and have at least  some  series of meetings where we  do  it.	0
and if  so,  it's probably worth having  one.	0
The p- the - the problem with the - the more extended view, all these other you know with uh quibbling about particular	0
applications of it is that it looks like it's hard to get people to	0
uh routinely use it, I mean it just hasn't happened anyway.	0
But maybe if we can get a person to -	0
Yeah I don't think it has to be part of a- what everybody does in a meeting but it might be	0
part of the project that we can, you know, show off as	0
a mechanism for synchronizing events in time	0
that happen that you just wanna make a note  of,  like what Jane was talking about	0
with some later browsing, just - just as a convenience, even if it's not a full-blown note taking	0
Well if you wanted to do that maybe the right architecture for it is to get a P_D_A with a wireless card.	1
And - and that way you can synchronize very easily with the -	1
the - the meeting because you'll be synchroni- you can synchronize with the - the Linux server	1
So what kind of input would you be - ?	0
so - so, I mean, if you're not worried about -	0
You'd just be pressing like a - a -	0
Well - well you have a P_D_A and may- and you could have the same sort of [MASK] or whatever, I mean, you'd have to do a little eh a little bit of coding to do it.	0
But you could imagine, I mean, if - if  all  you really  wanted  was - you didn't want this	0
secondary note-taking  channel  but just sort of being able to use m-  markers  of some sort,	0
a P_D_A with a l- a wireless card would be the -  probably  the right way to go.	0
I mean even  buttons  you could do,  sort  of, I mean, as you said.	0
I mean for what - what  you've  been describing buttons would be even more convenient than anything  else,  right? You have the -	1
That would be fine too. I mean, I don't have, you know, grandiose  ideas  in mind but I'm just sort of thinking	0
well we've - we're getting into the next year now and we have a lot of these things worked out at - in terms of the  speech  maybe  somebody  will be  interested  in this and -	0
I like this P_D_A idea. Yeah.	0
Yeah, I  do  like the idea of having a couple buttons where like one - one button was "uh-oh"	0
Well I'm  sure  there would -	0
and then another button was "that's great" and another button "that's f-"	0
Or like this is my "I'm supposed to do this" kind of button, like "I better remember to -"	0
Yeah something like that or -	0
I mean I think [MASK] is a good one.	0
It's just a question of getting people to use it and getting the infrastructure set up in such a way that it's not a lot of extra work.	0
I mean that's part of the reason why it hasn't happened is that	0
it's been a lot of extra work for  me	0
Well, and not just for you. But it's also, it has this problem of having to	0
go from an analog to a d-	0
a digital record too, doesn't it? I mean -	0
Well it's  digital  but it's in a format that	0
But I mean, say, if i- if -	0
if you're writing - if you're writing notes in it does - it - it can't  do  handwriting recognition, right?	0
No, no, but it's just - it's just storing the pixel	0
informa- position information, it's all digital.	0
I - I guess what I'm thinking is that the P_D_A solution you h- you have it already without needing to go from the pixelization to a -	0
You don't have to -	0
[MASK] is less errorful, yes.	0
Well it also - it's  maybe  realistic cuz people are supposed to be  bringing  their P_D_As to the meeting eventually, right? That's why we have this little -	0
I don't know what - I don't wanna cause more work for anyone but I can imagine some interesting	0
things that you could  do  with it and so if we don't  have  to return it	0
keep it for a year -   I don't know.	0
w- we don't - we  certainly  don't have to return it, as I said. All - all  he  said is that if you're not using it could you return it, if you  are  using it feel free to  keep  it.	0
The  point  is that we haven't used it at  all  and  are  we  going  to?	0
So we have no but - uh by I - I would suggest you return one.	1
Because we - we you know, we - we  haven't  used it at all.	1
We have some  aspirations  of using them and -	1
One would probably be fine.	1
Maybe we could do like a  student  project, you know, maybe someone who wants to do this as their main like	1
s- project for something would be cool.	1
I mean if we had them out and sitting on the table people might use them a little more	1
Maybe Jeremy could sit in some meetings and press a button when there - when - when somebody laughed.	0
although there is a little -	0
Well, I'm -  yeah,  that's  not  a bad -	0
an - he's a new student starting on modeling brea- breath and laughter, actually, which	0
sounds  funny but I think it should be cool, so.	0
That reminded me of something. Oh well, too late.	0
You're - you're gonna  tease  me? O_K.	0
Ordered - Uh, well I'm  always  gonna do  that.  W- uh -	1
wireless,  and so they should be coming in at some point.	1
And then at the same time I'll probably rewire the room as per Jane's suggestion so that	1
uh [MASK] eh are the m-	1
You know what he means but isn't that funny sounding? "We ordered more  wireless. " It's like  wires  are the  things  so you're  wiring   - you're - you're -  you  - we're - we ordered more  absence  of the thing.	0
statement from Morgan. I just - it's sort of a anachronism, I mean it's like -	0
wired less , wired more.	0
Should we do digits? Do we have anything else?	0
I mean there's - there's all this stuff going on uh between uh	1
Andreas and - and - and Dave and Chuck and others with various kinds of runs uh um -	1
[MASK] trying to figure things out about the features but it's -	1
it's all sort of in process, so there's not much to say	1
Uh why don't we start with our - our esteemed guest.	0
So just the transcript number and then the - then the -	0
Yes, this is number two for me today.	0
See all you have to do is go away to move way up in the -	0
Well, I'm just thinking, are you gonna try to  save  the data before this next group comes  in?	0
Yeah, so we might wanna do it simultaneous.	1
I mean you hav- sorta  have  to.	1
Well O_K, so let's do one of those simultaneous ones. That sounds good.	0
we might need to do that actually.	0
You have to plug your ears, by the way uh Eric, or -	0
Well  I  have to, I don't know about  other  people.	0
O_K, a one and a two and a three.	0
